Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,33.40000006103516,10.0,1.897304320335388,2.941532800462511
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,37.799999816894534,12.444444444444445,1.812587845802307,3.016920651329888
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,34.39999993896485,64.22222222222223,2.509790609359741,1.1765574147966174
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,47.99999981689453,4.444444444444445,1.5515154304504395,4.249842330084907
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,41.60000012207031,26.444444444444443,2.066121229171753,2.3499402618408203
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,28.600000030517577,1.5555555555555556,2.220336181640625,3.862619881100125
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,30.600000122070313,6.0,2.6153559665679933,2.7678052224053276
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,37.199999877929685,9.11111111111111,1.9038422689437866,3.373914312786526
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,34.99999963378906,14.0,2.0300313978195192,3.976975301106771
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,39.800000061035156,2.4444444444444446,1.906542516708374,4.6683269882202145
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
6,44.599999786376955,4.666666666666667,1.7832392625808715,4.257428516811795
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
7,40.799999877929686,2.4444444444444446,1.8424091873168946,4.3489925977918835
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
8,39.799999994277954,0.2222222222222222,2.080909481048584,5.415217571258545
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
9,46.799999694824216,1.1111111111111112,1.8732665429115296,6.864349144829644
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
10,36.99999998474121,14.666666666666666,2.803007068634033,5.57193549686008
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
11,49.800000122070315,4.0,1.7630025177001953,5.700623584323459
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
12,48.99999993896484,7.555555555555555,1.653969223022461,4.46570376502143
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
13,55.79999990844727,7.777777777777778,1.8127837572097778,7.756805129581028
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
14,48.80000000762939,14.88888888888889,2.8629953422546386,8.574930297003853
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
15,53.59999984741211,14.222222222222221,2.3779699392318725,7.076983014212714
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
16,62.399999572753906,9.777777777777779,1.4052140555381776,5.051355701022678
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
17,40.79999998855591,25.77777777777778,5.643769897460937,9.078183551364475
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
18,55.1999997253418,15.777777777777779,1.5939564609527588,3.909164074791802
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
19,59.39999981689453,13.333333333333334,1.7859195499420166,6.746499213112725
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
20,36.2,12.444444444444445,4.26765518951416,10.911582995520698
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
21,77.39999957275391,62.22222222222222,0.8005382776260376,1.8290954727850233
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
22,76.00000006103515,50.22222222222222,0.8136542015075684,2.5262461979055986
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
23,77.19999993896485,50.22222222222222,0.8391880049705506,2.645032610739064
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
24,77.0,70.0,0.8064545583724976,1.4874119655272646
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
25,76.39999963378907,54.888888888888886,0.8022534265518189,2.3369395120657606
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
26,76.19999987792968,72.66666666666667,0.8776010866165161,1.2778055620188833
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
27,76.79999951171875,60.666666666666664,0.8783736310005188,2.140152749740551
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
28,77.19999945068359,64.44444444444444,0.7769219541549682,1.7502394244385182
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
29,75.79999993896485,61.111111111111114,0.95134148645401,2.0911788484776803
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
30,75.79999951171875,70.88888888888889,0.8533392267227173,1.4386167589760024
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
31,75.0,73.55555555555556,0.8447391357421875,1.3702500851948893
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
32,75.59999993896484,50.44444444444444,0.8547317099571228,2.6415830510586966
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
33,75.79999993896485,72.66666666666667,0.8520479459762573,1.4749743978182304
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
34,75.19999951171874,70.88888888888889,0.9337718887329102,1.6025768446695938
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
35,75.59999987792969,66.0,0.9236491022109985,1.904727505842012
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
36,75.00000006103515,64.22222222222223,0.9423777327537537,2.0904100041911846
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
37,72.19999969482421,81.77777777777777,0.9227779865264892,0.9697101741366916
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
38,75.5999995727539,76.88888888888889,0.9064258694648742,1.240864815182155
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
39,76.59999993896484,73.77777777777777,0.8906563458442688,1.4182277536385017
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
40,73.39999981689454,72.22222222222223,0.985567461013794,1.6360584052378706
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
41,73.99999987792968,67.55555555555556,1.033675874233246,1.828322793373518
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
42,73.19999957275391,71.33333333333333,1.0362103815078736,1.4965573061836646
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
43,70.39999993896484,35.111111111111114,1.2452749471664428,3.9893908160262637
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
44,68.99999987792968,58.44444444444444,1.2315251712799071,2.7937373850061946
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
45,76.19999951171874,77.55555555555556,0.9864410066604614,1.270658527745141
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
46,74.4,61.333333333333336,1.0804785385131837,2.5773739470090042
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
47,74.8,59.333333333333336,0.9833136658668518,2.457496461868264
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
48,72.20000006103515,69.77777777777777,1.0874232363700866,1.8674217131402742
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
49,74.60000012207031,78.66666666666667,1.1541980876922608,1.4276789220174144
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
50,66.39999957275391,32.22222222222222,1.4387324690818786,4.898504538685083
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
51,76.39999951171875,70.0,1.0222183017730713,1.9667550298898195
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
52,69.80000012207032,63.55555555555556,1.7459149293899536,2.722596193939535
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
53,73.40000012207031,55.77777777777778,1.1884808797836304,3.0358192077501576
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
54,74.39999969482422,71.77777777777777,1.221848952293396,1.7644874501212002
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
55,71.99999963378906,68.0,1.490345308303833,1.9426377320283144
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
56,69.2000001220703,64.0,1.20912122631073,1.9270783911683247
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
57,72.39999981689454,63.111111111111114,1.205811146736145,2.3909227702333413
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
58,73.40000012207031,69.77777777777777,1.2602820920944213,2.0567112501461775
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
59,54.80000001525879,49.77777777777778,3.2196373977661135,4.412808599459176
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
60,74.79999951171875,70.88888888888889,1.1105820698738098,1.5612842859144924
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
61,74.59999981689454,75.55555555555556,1.1184226617813111,1.4373679301473588
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
62,74.8,70.66666666666667,1.0995970911979676,1.6219476090536713
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
63,74.99999963378906,70.66666666666667,1.14861674451828,1.781350002023638
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
64,71.59999969482422,76.0,1.3824570426940919,1.5896965874565971
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
65,71.00000003051758,68.22222222222223,1.6343067207336426,2.4140721434956744
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
66,74.99999957275391,70.22222222222223,1.2870761346817017,1.96571098274654
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
